,0,1,2,label,title
117,-4.0608673,5.537445,-0.6209988,492,On Bended Knee
118,-8.066755,-2.0352821,9.377087,221,Devuelveme Mi Alma
119,4.0360384,-0.18981315,-0.49465916,321,Little Girl (LP Version)
120,4.442335,0.94099295,0.078582734,112,My Eyes Burn (Album Version)
121,3.9048774,0.15830952,-0.19055502,67,Hooray For Me
122,-6.551988,2.51812,-1.5393596,77,My Enemies
123,3.6693397,0.29786724,-0.09905919,67,Christlike Roche
124,-2.5958717,-6.7555504,-3.913611,309,Levanta
125,-4.689154,3.6663127,-0.6887597,66,They Say (Album)
126,-4.470048,6.074073,0.37042022,105,Crawl Before You Ball (Album Version)
127,-5.232924,4.5363817,-1.0958676,392,Medicate Myself
128,-5.5490036,2.8942068,-1.1221702,213,Menschenfresser
129,9.070979,5.0584197,4.088488,429,American Pie
130,2.949381,-1.3374336,-0.47223026,12,You Are The Only One I Love
131,7.513323,3.5733504,1.6191057,421,Movement
132,3.1611552,-0.990735,-0.5241109,83,In The Pines
133,1.7722607,-1.8441026,-1.3897142,25,More And More  (LP Version)
134,2.0655675,-1.7867583,-0.3266843,146,Out Of My Mind (Album Version)
135,-7.661299,-4.304175,2.7883387,351,Semillas de odio
136,1.5671053,-2.1618927,-1.7858433,291,Poisonous Angel
137,3.983827,0.6059134,0.43775207,133,Überlebensgroß
138,2.5712645,-0.5830855,-0.6477201,333,Hyperform
139,4.960164,1.0935398,-0.085291214,223,We Shall All Bleed
140,-2.9485548,-6.3477883,-2.6195793,309,Non So Perchè (studio)
141,-5.1870675,1.7615085,-2.2904232,103,Try To Find Me
142,-5.7063556,6.1521945,-0.753422,455,Groovin' In The Midnight
143,-0.2278156,-3.5352418,-3.743246,219,Waiting
144,1.504262,-2.231475,0.05468374,375,In Our Angelhood
145,-1.7418038,-5.521515,-3.8470771,206,Boléro
146,-5.1545124,4.7611246,-1.611033,232,Friends Of Mine (BBC In Concert)
147,3.8287525,0.083331354,0.28326586,133,Whenever You're Ready
148,-6.1662107,-0.7714267,-2.3072886,377,Spite
149,1.8286759,-2.5575838,0.18184821,449,Gore Apocalypse
150,-5.087378,4.375938,-0.8029823,230,Come On You Slags
151,1.4751942,-2.710758,-1.0303174,117,And I Love Her
152,-8.873839,-2.1647022,7.9769597,11,Llueve Sobre Mojado
153,-7.9911838,-7.0728507,-5.196926,114,Loko
154,-5.576265,3.8452153,1.4958811,312,Don't Cry
155,4.231041,0.21889172,0.24886017,133,RUNNIN' OUT OF FOOLS
156,-5.0848,3.4714298,-0.35900706,66,Bitter Sweet Symphony
157,2.8234162,-0.8333776,-0.90571123,129,Sexecution
158,-5.771884,1.1886209,-2.7427952,54,The Darkest Night Of All
159,-4.2826414,4.5576215,-0.12578967,88,The Cheese Stands Alone
160,0.7740664,-4.1515994,-0.28076977,253,Bruciare
161,2.997685,-1.1251171,-1.2414085,373,Dying Outside
162,2.5612884,-1.2547456,-0.77517706,129,Outnumbering The Day
163,4.4458194,0.18478897,0.47491115,45,Nightmare At 20_000 Feet
164,7.8359895,3.3200233,1.489032,421,Mit dir chilln
165,-1.296996,-4.6069875,-4.8799405,417,freesia
166,2.7276313,-1.4009228,1.0668721,216,Tickets To What You Need
167,-1.6779034,-6.048369,-0.5801264,497,Pantheon
168,1.8083056,-2.695883,-0.7976781,285,The Boy With The Thorn In His Side
169,2.0623386,-2.6188111,0.13093905,151,Enter Vril-ya
170,-4.5291557,6.039747,0.6319784,105,Pills
171,-4.4136834,3.8240032,-1.1240178,237,Makin' Up With You (Album Version)
172,3.8658767,-0.6832577,0.11279211,70,Inside Job
173,-4.9464254,4.6533866,-2.1643941,232,Waiting
174,3.9873745,-0.2959999,0.29236722,91,Take A Look  (LP Version)
175,2.2164302,-1.5512545,-0.87916917,385,Navy Brown
176,0.121853136,-4.061319,-2.563668,10,New Guitar
177,-5.2225227,2.4450667,-2.4837093,413,Orgofart
178,4.3106318,-0.3324237,0.39701656,91,Step Into Your Skin
179,3.5838451,-1.0170518,1.3566527,87,Helplessly_ Hopelessly
180,-4.6301494,3.865904,0.7242337,19,Johnny Loves Me (LP Version)
181,2.06269,-1.6672513,-0.0028971173,146,Cooler Than You
182,3.5647814,-0.52658105,-1.1073554,416,Fangt mi wirklich koana auf
183,4.2352815,0.38457257,0.39262977,365,Later Maybe
184,2.709135,-1.0251824,-2.1818745,69,If I Should Lose My Way (Album Version)
185,-5.8752613,4.7480555,0.65286756,166,Tell Me This
186,-4.250477,5.0982513,-1.1934545,9,Tragedy Of Macbeth
187,-5.290499,3.5069468,-2.02356,442,Beyond The Iron Gate
188,6.036631,1.4603937,2.017963,315,Not Tonight Santa
189,4.7401724,0.44269168,-0.08866365,238,Danger: Wildman
190,3.5424874,0.1143351,-0.2685792,1,The Telescope
191,3.08759,-0.9004065,-0.4694104,83,Love For Sale
192,-6.4742136,0.39737046,-0.6116041,85,The World Keeps Turning
193,5.8116994,1.4911435,2.0547843,315,SceneK!d 06
194,-5.3745675,2.501194,-0.91568136,140,We Killed It
195,-2.4443064,-5.7616096,-4.177707,0,Washington Bullets
196,3.6816397,0.3315384,-0.8048885,302,What's Happening Brother
197,3.3748982,-0.08277148,0.7629337,372,Snowball
198,4.692215,0.0013891709,0.53448635,45,(We Don't Need This) Fascist Groove Thang
199,3.4319606,-0.47240707,1.0231622,284,I Got Him Ready For You
200,0.63178885,-3.659685,-2.0672371,145,Our Love Is Here To Stay
201,-8.959542,-3.1190877,7.0368223,448,Ensorcelée
202,5.4402537,1.3686336,1.1943362,468,Halcyon Days
203,-5.302205,-8.737699,-4.933383,193,Intro Fiesta De Locos
204,-5.648386,1.7173564,-1.2285826,424,Everything Changes
205,3.2314446,-0.52081525,0.031241797,101,Further
206,-3.894064,2.1396494,-1.3459773,324,(This Is Not A) Love Song (Live)
207,3.253631,-0.7740145,-1.2547183,244,Harry Braff (Mono LP Version)
208,5.2020416,0.7019095,0.44786358,162,Magic Flight
209,3.6813626,-1.0046643,-0.23709127,496,What Are We Here For
210,-4.3357053,3.7002,-1.5828888,135,I Ain't Goin' Home (Album Version)
211,-4.6686172,3.6807346,-2.1265996,304,Mister Moonlight
212,2.2680223,-2.161766,2.3707597,49,Moonshiner's Daughter
213,1.4899305,-2.6546862,-1.3046654,117,I Can't Help It
214,4.9286313,1.0935364,0.067419596,198,Shot Down
215,-4.5558305,-8.082187,-5.7587643,74,Intro
216,3.39487,-0.45066303,-0.815961,41,Wig
217,4.0534577,0.09474982,1.680655,202,Time That Bald Sexton (Album Version)
218,4.441845,0.75659096,-0.31524658,437,Rain
219,4.234586,0.14267625,2.7500718,113,Take Heed
220,-5.329277,1.0562977,-2.7214346,234,Beautiful Dynasty (Album Version)
221,2.9260335,-1.1204098,-1.2647392,373,Gestern hab' ich noch nachgedacht (Live)
222,3.9909458,-0.96348464,-0.08871578,70,Have Yourself A Merry Little Christmas
223,-5.3178368,2.6498656,-0.95428044,213,U Killed It
224,3.4496744,-1.387945,1.652514,87,Kashmir
225,-4.43006,6.5941157,0.63644946,47,Summertime In England (LP Version)
226,0.80156136,-3.025417,-1.4116584,393,Bad News (B.O.G. / Umatic-X Mix)
227,6.0816875,2.1551108,2.7072947,400,(Bloody Paw On The) Kill Floor
228,-5.40844,2.56382,-1.8628167,446,Drinking Champagne
229,-6.026763,0.7617052,0.012101443,57,Ole Buttermilk Sky
230,1.4664779,-2.3817463,-1.4270439,494,I'm Falling In Love
231,3.573901,-0.3566068,1.4705268,358,Not Buried Deep Enough
232,5.456708,1.2661332,2.2031815,315,Mary Lou
233,4.670876,0.45232877,0.42516246,162,Leaving
234,-4.388135,3.7621577,-1.4944742,135,Looking Forward
235,1.1797892,-2.0417953,-3.1430204,128,Ephemeral
236,-7.850508,-2.5094981,5.468013,6,Tu aurais dû me dire (oser parler d'amour)
237,3.936427,-0.32085508,0.60895056,372,Beyond the Light
238,2.4546816,-1.493023,-0.07894107,271,Snake Pit (Album Version)
239,-8.1239195,0.9227133,3.9744852,331,Wild Talk
240,2.3891182,-2.0718243,-0.84921265,318,Millions
241,3.3354154,-0.012562201,0.0016985114,205,Fire And Smoke
242,3.1602607,-0.7071955,-1.0832449,244,Iskorosten' (instr.)
243,5.649598,1.344721,1.1669499,468,Blackmail The Universe
244,3.5801678,-0.4306865,0.9793416,284,Born To Booze
245,3.8020158,-0.329256,-0.76631844,177,Schwarze Winde
246,-4.3151784,2.2572773,-1.4248482,118,Lifeline
247,2.3092618,-1.7216903,0.019612424,146,We Rule O.K.
248,5.3528,1.1085879,0.2366679,59,Scream
249,-9.078868,-2.1717,9.284722,124,En Mi (Directo)
250,2.4017577,-1.5385951,-1.0010477,385,Illuminate
251,8.99154,5.024556,3.1927526,29,Never Forget Me
252,-5.801492,2.7938924,-1.9086196,32,Up To You
253,2.4563093,-0.8328535,-1.0334643,200,5 Years
254,5.6590614,0.8736611,1.0448157,222,Hier Zu Sein
255,4.809375,0.9868429,-0.5228827,223,Amber Changing
256,2.6596422,-0.75093234,-0.90584314,333,Lonely Mile
257,4.184258,0.29697943,-0.29024622,297,Hey Daddy
258,-5.594044,-0.10007969,-2.6373148,277,Drowning Man (Album Version)
259,-5.4558325,4.82951,-0.7532194,332,Jamaica Mistaica
260,-4.233826,3.8453364,-1.0536132,237,Clear Skies
261,-6.247321,-1.2674618,-3.811753,245,Shadows That Move
262,-7.700456,-1.667946,7.1136317,208,La Bamba
263,4.2911663,-0.85681933,1.058489,26,Desire (Album mix)
264,3.2253542,-0.91543853,-0.42869094,83,Questions
265,1.993148,-2.601953,-0.37252602,4,Vilda vindar
266,-5.4096713,3.7906232,-2.3987272,18,Kite Live from Sydney
267,3.6547804,-0.116629735,-0.72010744,302,Ever Be
268,-5.5380654,2.8138688,-1.2048261,213,Teacher's Pet
269,3.3385499,-0.80228686,-0.227549,496,Not Now
270,-4.531016,4.8219967,-0.8068505,475,Cat's In The Cradle
271,3.1971512,-0.15764515,-1.3653047,209,Beachball
272,2.3229918,-2.193904,-0.75249916,190,All Green
273,2.919828,-1.1465933,0.4757568,43,Rockin' Heaven Down
274,4.63409,0.33322877,0.5434068,365,Caleb Meyer
275,3.9822307,-0.31123984,0.64672935,91,Tender Love (Album Version)
276,6.2664547,1.7960609,2.4017284,400,English Summer Rain
277,-1.7224723,-4.040348,-4.5954595,417,Arka Noego
278,4.678973,0.29406726,0.66187155,341,Spanish Shuffle (Album Version)
279,4.5140133,0.39851972,0.7639566,341,Everyone's Hand Is On The Switch (LP Version)
280,3.5713563,-0.54567707,0.020701673,101,Greatest of All Time
281,2.2876425,-0.92855996,-1.5669991,200,Lies Of Hate
282,3.128507,-0.70888805,-0.9538756,327,Night's Embrace
283,-6.0471964,0.72972405,-4.684652,21,We Can Change The World [2008 Stereo Mix]
284,2.3899455,-0.3130245,-0.34494987,436,Houdini's Box (LP Version)
285,6.692914,3.365311,1.8726656,147,The Last Word (Amended Version)
286,-4.8882046,4.0772815,-1.8700391,304,Good God (The Anonymous Remix)
287,5.577297,2.70131,0.90831333,89,Welcome To My Party
288,-2.4162188,5.9143786,1.5671985,360,Never Never
289,3.0102823,-0.7557498,-1.1789701,244,World wide war
290,4.512861,0.49051866,0.52599645,365,Filipino Baby
291,-4.3455806,2.2553208,-1.8150586,118,Pinned To The Ground (album version)
292,-3.8635519,5.8465357,-0.27513632,492,Always And Never (Album Version)
293,4.3400993,0.154308,0.36635596,45,The Ballad Of Gus And Sam
294,-4.0907006,3.914058,-0.9265601,264,Fingers Of Love (Live At Sydney Opera House) (2006 Digital Remaster)
295,3.5352304,-0.67045563,-0.17258982,101,Myth Takes
296,-1.1918281,-3.826896,-3.9505634,417,No Aloha
297,5.097962,0.62303585,0.83367604,222,Everlasting Love
298,-7.6872525,-4.7883873,1.2974643,350,Yo Envidio El Viento
299,1.884202,-2.1810536,-0.3388748,375,Alphaville
300,-0.06562207,-3.438613,-2.629869,456,Dumb It Down
301,3.5513752,-0.60705334,-0.09353777,101,Shine On (Acoustic Version From Q101_ Chicago)
302,-4.869892,3.3789945,-1.9208081,478,Poor Tom (Album Version)
303,1.6334907,-3.3007622,-0.8902677,415,I Had A Dream
304,9.511418,4.95561,3.331109,429,Ich Mach Mein Ding
305,-5.0527453,2.347551,-3.0971987,58,Wondering
306,-4.541656,4.134439,-1.9292752,304,Wounded Hearts
307,1.0043947,-2.673416,-1.284043,393,Water Your Garden
308,-4.745687,2.9959176,-2.0556943,60,Love's Been Good To Me
309,-4.4441013,3.946816,-1.7160937,304,On and On
310,5.7812915,2.2731225,0.6819419,89,Red Clouds
311,-4.978615,3.346399,-1.6411799,478,Someday Soon
312,1.7137544,-2.672287,0.3586345,449,Acceptable In The 80's
313,-4.932124,-0.31493068,-3.1898568,277,Until You Love Someone
314,-4.8418856,0.41968697,0.53262854,136,Till och med en kung
315,0.6016681,-4.402476,-1.5281938,227,Same Man
316,-4.9131055,1.0267705,-0.8096214,317,Letter Read
317,-4.427424,6.3760633,-0.330152,480,Tangled Up In Blue
318,3.183312,-0.34014335,-0.41817802,337,The Wrong Beginning
319,3.359366,-0.1340917,-0.6885536,41,Set You Free This Time
320,-5.327145,5.0911293,-1.0419788,44,Sex Talk
321,-5.885093,2.3861158,-0.85259455,498,The Only One
322,2.9737947,-1.1802797,-0.5994451,12,When The Sun Goes Down
323,-5.003584,4.3185754,-1.4557352,392,Northern Downpour (Album Version)
324,4.624185,0.6648921,0.045443173,238,Rosie
325,-6.9537277,-2.8985202,1.9552089,394,Barrio Conflictivo
326,4.9289255,1.3702446,0.8511288,342,Sutures
327,2.8907225,-1.2666612,-0.23139977,12,The Trial
328,-6.5123944,-2.0735307,-2.0397263,14,What You Gonna Do
329,-5.7816243,1.6978781,0.18283913,225,Lonely One
330,-5.029578,2.2795663,-1.7078239,338,Flight Of The Bootymaster (Flight Of The Bootymaster)
331,-4.180148,4.102377,-1.332221,264,Five Friends
332,3.9917464,-0.07893265,-0.34114158,321,Ayla
333,-4.972928,4.4635253,-0.5513858,230,Seem Like A Thug (feat. Erica Fox)
334,-5.320224,5.9042683,1.222394,172,Oh My God
335,-5.111065,2.6833482,-1.499479,446,Hoochie Coochie Man
336,1.9248364,-1.6597176,-1.8750635,459,Young at Heart
337,4.6932616,0.37572813,1.2632184,78,C'Mon
338,4.3986473,0.79978645,-0.13277304,112,Even Sleeping
339,-4.657101,1.0525109,-2.32158,435,The Young Prince And Princess (bonus track)
340,-2.6846166,6.5824986,-0.28303874,360,Don't Phunk With My Heart
341,1.9239511,-2.7849653,0.033025745,4,Angela
342,5.6249304,1.6301739,-0.11349796,272,Bitter Youth
343,2.3101656,-1.9798436,-1.0126833,318,The Mutant
344,6.024152,1.3380003,1.4799399,81,Another Long One
345,-4.0065494,4.315965,-0.41599417,88,Force Of Nature
346,4.1905575,-0.051161736,1.1778293,156,Editions Of You
347,6.7144876,2.8430173,0.54940444,5,Larger Than Life
348,5.0931582,0.67595184,0.7394447,222,Prod
349,-4.0428724,4.984386,-1.4447528,367,Unashamed
350,-4.4068866,4.067977,-1.6857139,304,Warmest Rising Sun (LP Version)
351,0.8691205,-3.5550208,-0.3203783,92,There Are Already Roses
352,-5.735692,3.1634374,-2.3771467,307,I Don't Wanna Let You Go
353,4.279585,-0.7654314,0.56187606,91,No Ordinary Love
354,-3.988879,4.3246264,-1.0547715,264,Nowhere Again (Album Version)
355,4.4716873,0.03968363,3.5073154,239,Tu Amor (Hecho En Madrid)
356,2.659288,-1.6537746,-0.21732086,366,Bad Omen (24-Bit Digitally Remastered 04) ()
357,-3.9374056,5.5130453,-0.33608443,492,Can't Get Enough Of Your Love Babe
358,-4.546061,2.5427809,-2.0121946,210,Film Maker
359,3.8459613,-0.6266861,1.4397551,358,Kleine Mädchen Müssen Früher Schlafen Gehen
360,1.7368035,-1.4629248,-1.2335231,292,Garden of Earthly Delights
361,4.064059,-0.5404457,0.117554784,70,Trusty Chords
362,1.9237185,-1.7189815,-1.0336331,52,The Game
363,-6.175017,2.313311,-2.6602314,411,I Know She Will
364,4.5939336,0.6616678,-0.12795833,238,A Higher Place (Album Version)
365,-6.277179,-0.15747462,-3.223447,311,Europe Is Different
366,2.64556,-1.4244404,-1.3789908,425,High Tension Wire
367,4.7665224,1.5303489,2.807665,347,Jenny Take a Ride
368,-4.5933847,3.188071,-1.548828,283,The Arrival Of Satan'S Empire
369,-1.7808247,-4.8604174,-2.5962458,463,Safari
370,-9.032243,-2.0418591,7.9254627,11,El Apreton
371,2.5464857,-0.4798245,-1.2329466,333,Race Of Hate
372,-7.5717635,-2.6748848,1.486011,394,Aüita
373,-1.7721162,-6.4436812,-1.8380632,178,Harana
374,-5.394339,3.463308,0.85151327,106,The Ballad Of Sleeping Beauty
375,3.1317155,-0.64083093,-1.2265276,244,Will You Tell Me Then
376,3.251536,-0.46745148,-0.78331006,41,SSRI
377,7.213076,3.4818082,1.9396733,421,Streets On Fire (Explicit Album Version)
378,-5.395176,1.4924308,-2.0206738,103,Astral eyes
379,1.9162745,-2.441424,-0.83869857,285,I Need A Mother
380,-3.6732492,3.5369573,-2.3403952,281,You Are The One
381,4.7160783,0.5768156,1.0424922,430,Show Me What You Got
382,-8.38762,-3.1822667,3.336498,75,Pop-Corn
383,0.5697153,-2.2739727,-2.5328383,128,Chapter
384,-5.2318125,3.0741377,-2.4116597,307,Will I Find Someone
385,4.506852,0.40685308,1.1101596,341,You are Good
386,3.8677375,-0.10354593,-0.12389361,229,Avalanche
387,3.1934495,-1.2719464,1.3111128,87,Set Apart This Dream
388,-7.106035,-3.8394198,-3.186526,204,More Than Enough
389,0.5259109,-3.562619,-1.9782697,145,Mayday
390,4.146587,0.81387323,0.613007,365,Sooner Or Later
391,0.5797043,-3.0627575,-2.0054853,51,Suburban Train
392,3.520685,-0.66892433,-0.44934216,496,Masonic
393,-4.364696,3.3508196,-0.42588112,467,Rattlesnake!
394,-4.413544,1.9849039,-1.4189724,324,It's Only Make Believe
395,-7.431652,-0.98098916,-5.758493,263,Katare! Namida!
396,5.6042395,1.758397,-0.44871938,362,I Can't Tell You Why
397,1.4590261,-2.009202,-2.1315382,291,The Saddest Song
398,4.243487,0.22759636,0.17159714,133,Ghost Town Rituals (Album Version)
399,-4.5071497,3.8572092,0.5180496,19,Halv
400,-4.98668,2.5376575,-2.4386933,210,I'll Be Seeing You
401,-5.6009316,1.8902771,-2.3510716,199,I don't Want to Be Alone Tonight
402,-4.3813524,-7.259677,-4.8321524,399,Angyal
403,-6.1740303,-0.56191176,-1.9040267,377,Am I Going Insane (Radio)
404,5.760506,1.9147086,0.42961344,89,Shameless
405,4.073967,-0.0032442259,1.4437594,202,Secure
406,-4.8072567,1.6192763,-1.5834941,8,Woke Up This Morning
407,4.3213944,-0.9305592,1.5607654,490,Uno Mas
408,-8.384943,-3.5028749,4.122648,428,No Es Mi Primera Vez (Directo)
409,4.9645944,1.1308442,0.08825659,198,Almost_ Always Maybe
410,2.79498,-1.0224578,-0.4419631,436,Let's Fall To Pieces Together
411,4.63476,0.664343,-0.122309655,238,Trying To Hold On To My Woman
412,3.7316864,0.09066235,-0.8337164,302,She's Always A Woman
413,2.807599,-1.7861174,0.18228677,183,Exclusively
414,-8.843239,-4.3093414,4.042741,428,Gueixa
415,6.8020163,2.3837569,2.2944705,386,From The Blind (LP Version)
416,-8.217813,-2.3284185,6.9099708,293,Dime porqué
417,0.32606438,-3.0573428,-2.6328373,313,Reader
418,2.224348,-1.7242575,-0.7904242,190,It's All Good
419,2.915734,-1.1272898,1.6968778,218,Chains Chains (Live In Hammersmith)
420,5.8013835,2.1279287,0.22953042,89,Kids In America
421,-4.5853286,4.840786,-3.1399512,157,We Wish You A Merry Christmas
422,1.3489956,-3.1294425,-0.38474968,192,Sleestak
423,5.7873244,1.3281091,1.6339976,315,Böse
424,2.292237,-1.9995389,-0.20449904,68,Death Is Only a Dream
425,-4.3711133,2.8462548,-0.6969496,96,All The Earth Will Sing Your Praises
426,-6.4265513,-0.260546,-2.9155028,311,Race You
427,-5.0316625,1.9294848,-0.9916391,140,Timeless Traces (Album Version)
